,0,1,2,3,4,5,6,7,8,9
1450,820,32935,2001,9253,918,440,12431,28977,6114,15417
1451,820,4181,918,2001,11061,32935,199,13125,9969,15417
1452,440,32935,9253,28977,4181,7785,12355,918,9989,15335
1453,820,2164,9253,440,4181,12431,6114,28977,11061,32935
1454,820,486,239,18689,18245,7785,12471,861,6114,457
1455,18689,32542,3002,7785,457,31559,416,7465,820,25835
1456,16498,28977,9253,440,32935,820,15417,12431,15335,6114
1457,820,918,32935,7311,9989,15417,5114,440,28977,9969
1458,820,12355,4181,11061,2904,32935,15417,263,1535,16498
1459,820,5114,32935,9969,918,15417,2001,12431,813,440
1460,820,5114,32935,918,2001,9969,12431,22135,15335,28977
1461,820,32935,199,9969,1,440,918,12431,15417,6114
1462,820,199,32935,15335,12355,4181,15417,12431,9253,431
1463,820,5114,32935,918,15417,164,1575,12431,813,9989
1464,9253,5114,28977,4181,32935,457,12431,440,820,23273
1465,820,918,32935,4181,12355,1575,12431,15417,164,28977
1466,820,199,5114,9253,2001,32935,4181,9989,164,15417
1467,820,32935,16498,1535,28977,9253,11061,12355,440,6114
1468,820,12431,32935,440,5114,9253,918,11061,28977,15417
1469,820,918,11061,28977,457,1690,32935,32,8142,32998
1470,820,4181,918,12355,2001,32935,440,15417,9253,9969
1471,820,32935,12431,440,4181,9253,15417,7311,918,431
1472,820,32935,9253,11061,28977,9969,1575,6114,440,12355
1473,1,1575,918,9969,440,164,32935,820,11061,12431
1474,820,32935,199,9253,4181,12355,918,15417,12431,23273
1475,3002,820,32935,15417,12431,136,7311,17895,5258,3783
1476,15335,820,32935,9253,918,2001,1,164,5114,440
1477,820,918,16498,32935,2001,15417,12431,440,12355,9969
1478,820,4181,11061,16498,918,12431,32935,28977,15417,12355
1479,18689,379,3002,18245,7785,1690,1254,136,25835,30885
1480,820,918,32935,1,2001,11061,813,2904,1575,1535
1481,820,28977,4181,12431,32935,6114,15417,918,16498,9969
1482,820,5114,32935,1,28977,12431,15417,440,9969,15335
1483,5114,820,11061,12355,32935,918,1535,16498,28977,1575
1484,820,9253,32935,4181,199,164,9969,28977,918,431
1485,820,32935,9253,15335,5114,12355,1575,12431,6114,22135
1486,820,1,9253,32935,11061,1535,12431,164,2001,28977
1487,820,32935,1575,918,431,440,15335,12431,22135,164
1488,820,9253,2001,32935,12431,28977,918,15417,26055,12355
1489,529,18689,820,3002,32542,1829,14353,13807,13851,13939
1490,440,4181,32935,12431,28977,9253,1,820,457,15417
1491,379,147,18245,18689,94,32542,390,12471,1254,3002
1492,820,486,15417,4282,32935,578,6114,28977,9969,8142
1493,820,28977,9969,32935,32281,164,199,15417,9253,3701
1494,820,32935,164,12355,12431,1,440,20583,578,26055
1495,820,11061,486,3002,32935,457,5258,2001,12431,7311
1496,820,9253,4181,15417,440,32935,263,28977,12431,918
1497,820,5114,32935,4181,9253,9969,28977,440,1535,15417
1498,820,4181,32935,28977,12431,9253,440,15417,918,2001
1499,820,5114,4181,32935,440,15417,23273,11061,9253,2904
1500,820,32935,4181,12355,28977,9253,14719,11061,199,12431
1501,820,32935,199,9969,1,440,28977,15335,431,15417
1502,32935,820,160,9253,721,15417,4181,6114,15335,13125
1503,820,164,32935,4181,17074,2001,440,199,15417,15335
1504,32935,440,16498,28977,6114,1535,12431,9969,15417,918
1505,18689,379,195,32542,1,15051,14527,14713,14719,14751
1506,1,440,820,2904,4181,9253,9989,918,12431,15417
1507,820,9253,918,9969,32935,12431,28977,2001,15417,12355
1508,820,5114,32935,2001,1,164,918,431,12431,6114
1509,820,9253,32935,2001,1,1575,2904,28977,12431,199
1510,28977,820,245,15417,12431,11061,6114,3002,918,263
1511,18245,379,3002,18689,12471,1254,31741,7785,543,486
1512,820,2001,32935,9253,4181,2904,431,30,12431,32
1513,820,32935,918,2001,12431,440,22135,15335,28977,431
1514,820,32935,4181,5114,431,15335,9969,440,9253,6114
1515,820,9253,4181,32935,1575,9969,2904,12355,13601,440
1516,820,4181,11061,15417,28977,1,440,9969,3002,263
1517,820,11741,4565,12431,457,245,32935,2164,7785,1559
1518,820,32935,9253,30,440,6114,9989,11771,9969,263
1519,820,32935,431,4181,9253,15417,1575,2001,12355,9969
1520,820,1,918,32935,4181,1575,9969,15417,11061,777
1521,32935,801,387,57,15335,820,6114,3002,874,4181
1522,820,1535,32935,199,440,12431,6114,8142,486,22135
1523,15417,4181,9989,440,9253,199,820,12431,32935,2904
1524,529,18689,379,3002,7785,7465,486,1,15451,15417
1525,440,820,9253,32935,22135,5040,7193,23273,28977,3783
1526,820,4181,199,2001,9969,15417,164,23273,918,6114
1527,820,9253,918,12355,1535,32935,4181,9969,2001,15417
1528,820,32935,28977,440,918,12355,15417,15335,12431,11061
1529,820,2164,5262,10162,7311,32935,23273,11665,457,7785
1530,820,32935,12431,2904,19647,8142,199,164,7785,1575
1531,820,32935,9253,1575,2001,918,9756,4181,15417,28977
1532,32935,5114,820,1575,4181,164,121,9253,9969,440
1533,28977,2164,918,16498,2001,32935,9253,15417,10162,4181
1534,820,30885,2164,3701,3002,18689,457,4106,486,15751
1535,820,4181,918,9253,32935,28977,440,5114,1,12431
1536,21339,3002,486,28675,32542,1,14713,14227,14289,14345
1537,4181,820,9969,2904,32935,15417,1535,918,9253,2001
1538,820,4181,32935,918,11061,9253,9989,9756,28977,15417
1539,820,387,11061,3002,918,32935,12431,5258,15417,263
1540,820,9253,2001,32935,12355,1,1575,2904,32,5114
1541,1,10379,20583,486,28735,6746,457,440,28891,28977
1542,32935,4181,820,440,11061,28977,15417,9253,7311,918
1543,379,18245,18689,12471,3002,25835,239,7785,94,486
1544,18245,486,25835,98,12471,3002,18689,457,7785,31737
1545,820,4181,11061,813,32935,245,9969,3002,28977,1535
1546,32935,440,4181,9253,1535,28977,431,11061,820,5114
1547,9253,32935,12431,820,9989,440,12355,15417,1,164
1548,820,32935,199,1575,32,12431,1,431,440,2001
1549,1,2904,19647,7785,15335,32281,15417,164,6702,2001
1550,820,2001,9253,32935,4181,11061,918,1,440,13601
1551,820,32935,431,440,12431,1,6114,164,19647,8142
1552,820,9253,32935,4181,9989,9969,6114,440,12431,28977
1553,820,5114,32935,9253,15417,5258,2001,9969,12431,15335
1554,820,2001,32935,918,1,440,431,15417,12431,4181
1555,11061,5114,820,28977,23273,9253,12431,13759,32935,4181
1556,1827,7785,1690,28675,486,18689,32542,136,31240,25835
1557,820,32935,4181,7311,11061,2001,12431,15417,11741,918
1558,820,1,32935,9253,2904,164,2001,12355,440,11757
1559,18245,379,3002,6114,7785,31953,28675,390,245,15
1560,820,918,12355,32935,9253,440,15417,12431,2001,1
1561,820,4181,12431,15417,9253,1,32935,9969,5114,23273
1562,32935,12431,440,918,820,28977,4181,15417,9253,431
1563,820,32935,4181,263,15417,2001,1604,392,5258,23273
1564,820,9969,2001,15335,1575,32935,4181,9253,918,440
1565,1,19363,12859,3588,12365,486,12355,11981,11843,11665
1566,820,9253,32935,9756,2001,15335,23273,431,9989,15417
1567,32935,4181,820,918,12355,15417,440,32,13125,5258
1568,820,4181,9969,1575,918,32935,2001,11061,9253,12431
1569,32935,12431,4181,440,15417,918,820,2001,9253,122
1570,28977,820,1575,12431,918,440,32935,5114,15417,22135
1571,820,918,9969,32935,4181,30,15417,19,10162,2001
1572,820,2904,32935,12355,4181,1535,2001,7311,9253,15417
1573,820,12431,32935,15335,9253,440,918,15417,12355,9969
1574,820,9253,918,9969,32935,4181,5114,440,2001,12431
1575,820,918,11061,4181,15417,440,32935,431,9989,28977
1576,820,32935,1575,431,4181,15417,28977,440,12355,12431
1577,2904,11061,820,2001,4181,32935,918,5114,440,32
1578,820,1575,4181,2001,32935,5114,9969,9253,28977,15417
1579,529,18689,1,11123,11061,10800,10798,10721,10589,10460
1580,820,4181,32935,918,2001,9989,15417,10162,9253,6114
1581,18245,379,18689,12471,21339,30885,32542,31741,10588,7785
1582,4181,440,32935,9253,28977,820,2904,1575,30276,15417
1583,820,4181,12431,15417,486,2001,32935,918,122,9969
1584,3572,570,392,12115,7627,9863,8479,6444,8557,440
1585,820,32935,12431,431,15417,1,9969,6114,28977,440
1586,820,11061,32935,9253,4181,15417,12431,28977,23273,440
1587,32935,918,9253,820,2001,9969,5114,4181,486,1142
1588,820,9253,4181,32935,5114,918,1575,164,1535,199
1589,5114,820,15335,32935,9969,1,918,813,440,12431
1590,820,4181,32935,164,918,440,6114,15335,12431,12355
1591,820,9253,2001,32935,19,15335,11061,440,32,12355
1592,1,1575,22135,15417,15335,440,12431,486,578,28977
1593,18245,820,18689,1827,7785,31737,29589,185,16668,16706
1594,820,5114,32935,199,4181,12431,15417,440,28977,15335
1595,820,9253,2001,32,1535,32935,440,6114,164,15417
1596,918,1535,15417,28977,269,12431,440,23273,820,32935
1597,18689,3002,5,14921,14467,14513,14527,14713,14719,14751
1598,379,3002,32542,7785,25835,21185,16035,16011,16009,16005
1599,440,4181,32935,12431,11061,15417,9253,263,28977,2001
1600,820,32935,15335,1,4181,199,9969,12355,28977,22135
1601,820,32935,2904,1575,11061,431,918,199,15417,5114
1602,820,32935,4181,918,12431,440,6114,9253,12355,28891
1603,820,918,4181,32935,15417,12431,2904,11061,28977,16498
1604,820,4181,2904,12431,918,32935,13125,7785,9253,263
1605,820,918,9969,9253,15417,28977,12431,440,15335,2001
1606,820,918,32935,1575,9969,12431,22135,440,2904,15417
1607,918,5114,12355,122,9253,32935,28977,15417,199,1
1608,379,32935,2164,7785,820,3002,387,12431,416,3701
1609,4565,25835,4107,3002,12471,10588,7785,98,18245,31404
1610,820,4181,32935,918,9253,12355,15417,2001,5114,28977
1611,820,4181,32935,9969,918,12431,9253,245,15417,26055
1612,32935,5258,28977,9969,387,11061,263,15417,2001,28805
1613,820,32935,9989,12355,15335,918,9969,12431,15417,1
1614,820,918,32935,15417,4181,9969,12431,31043,23273,5258
1615,28977,2164,12431,32935,11665,15335,440,11061,5114,10162
1616,820,32935,918,440,12431,15417,6114,28977,15335,6702
1617,820,5114,918,32935,11061,440,12431,13125,1,199
1618,245,4181,11061,13125,32935,12431,440,5114,1535,9253
1619,820,32935,199,440,12355,22135,11061,15417,15335,6114
1620,820,164,32935,199,28977,440,6114,12431,431,15417
1621,1,263,523,486,12431,440,431,13125,9989,8142
1622,18689,3002,529,32542,486,25835,28805,7465,10588,1
1623,820,4181,2904,32935,1575,431,199,12355,440,12431
1624,820,32935,4181,5114,9969,440,918,6114,9253,28977
1625,820,9253,15417,32935,918,813,13125,28977,9969,11061
1626,820,5114,918,32935,2001,28977,440,12431,6114,2904
1627,820,4181,9969,32935,2001,12431,486,15417,6114,8142
1628,820,164,1,32935,19,2001,918,431,12355,13125
1629,820,32,4181,32935,13125,15417,28977,9253,2001,440
1630,1,4181,820,1575,9253,32935,431,15335,13125,164
1631,820,4181,15417,9253,3002,9969,12431,2001,32935,486
1632,820,2001,32935,11061,918,9253,12355,5114,4181,1
1633,820,12431,4181,15417,9969,32935,2904,11061,28977,9253
1634,820,32935,918,4181,12431,440,15417,9969,28977,523
1635,820,32935,918,1,2904,28977,15417,440,1575,12431
1636,18689,31559,3002,5,15583,15613,15687,15699,15751,15809
1637,820,32935,11061,16498,813,440,1575,2001,28977,918
1638,820,32935,2001,1,6114,440,22135,12431,9969,15417
1639,820,32935,4181,9253,12431,1535,918,15335,813,1
1640,1,1575,9253,11061,820,4224,32935,4181,15417,164
1641,4181,1535,28977,32935,12355,440,2001,15417,820,9253
1642,820,4181,918,2001,32935,9969,12355,263,1,12431
1643,820,32935,9253,15417,4181,440,918,263,12431,11771
1644,820,5114,9253,32935,15417,2001,15335,12355,9969,440
1645,820,9969,5114,9253,918,32935,2001,2904,15335,1575
1646,5114,9253,4181,11061,3002,23273,15417,918,2001,2904
1647,2001,820,32935,4181,431,28977,918,440,9969,6114
1648,1,820,10620,2904,28977,2001,32,12431,918,164
1649,820,9253,5114,2001,32935,918,9969,4181,32,813
1650,820,4181,32935,1,918,15417,9989,440,12431,28977
1651,820,32935,431,918,1,22135,440,15335,6114,12431
1652,820,5114,4181,918,32935,12431,1,9969,32,164
1653,820,5114,32935,2904,918,9969,15335,2001,440,12431
1654,9253,820,4181,5114,32935,2001,12355,15417,918,15335
1655,820,918,15417,9253,32935,486,28977,8142,12431,392
1656,820,9253,4181,32935,918,431,2001,199,440,15417
1657,820,32935,431,9969,15335,12431,440,28977,6114,15417
1658,3002,861,379,486,457,94,543,14829,14345,13939
1659,1606,379,7465,3002,7785,5258,486,98,16904,820
1660,820,32935,4181,11061,12431,440,15417,5114,9969,918
1661,820,2001,32935,9253,9969,28977,12431,15417,918,440
1662,820,11061,9253,918,4181,15417,32935,164,1535,2001
1663,820,9253,9969,15417,4181,32935,2001,918,263,1
1664,820,918,32935,9969,15417,440,12431,6114,28977,263
1665,820,32935,15335,486,15417,28977,26055,9969,6114,30
1666,820,918,15417,2001,32935,30,4181,11061,440,263
1667,820,199,32935,918,28977,431,1575,9989,440,813
1668,4181,820,32935,1,9253,2001,918,15417,12431,440
1669,820,1535,5114,15417,440,6114,1,199,12355,28977
1670,820,9253,2904,918,15417,32935,2001,7311,4181,440
1671,32935,4181,440,820,12431,9253,1535,1,2001,8142
1672,1,170,19647,820,813,10620,12365,578,10379,513
1673,820,32935,15335,12431,15417,9969,28977,5258,19647,2001
1674,820,1,9969,15417,32935,12431,440,263,918,12355
1675,820,9253,32935,4181,9969,440,15335,15417,17074,2904
1676,820,4181,32935,9253,28977,263,918,12431,440,5258
1677,199,440,7785,28977,32935,19647,11061,18689,263,918
1678,820,9253,431,5114,32935,199,1,4181,15335,6114
1679,820,440,32935,4181,12355,28977,1,11061,15417,12431
1680,820,4181,15417,9253,32,32935,1,12431,11061,486
1681,820,9969,918,2904,32935,9253,11061,2001,431,12431
1682,820,32935,4181,431,16498,12355,2001,12431,440,22135
1683,820,431,2001,32935,918,9969,12355,12431,15417,28977
1684,820,32935,199,440,12431,918,15335,15417,6114,9989
1685,820,1575,2904,918,32935,12431,9969,4181,15417,11061
1686,820,9253,5114,11061,12431,15417,13125,32935,4181,245
1687,820,2001,32935,1575,918,12355,440,9989,13601,28977
1688,820,32935,4181,28977,2001,440,6114,1,15417,918
1689,2904,15335,9253,22135,5114,15417,1575,918,32935,820
1690,820,32935,9969,12355,1575,2001,15417,1,9253,918
1691,820,3002,10162,1,9260,11061,11741,13601,32935,31240
1692,32935,12431,820,486,22789,11061,23273,8142,10162,9253
1693,820,9253,5114,32935,11061,9969,245,15335,199,15417
1694,820,32935,918,12431,5114,2001,440,486,19815,1
1695,820,9253,32935,199,11757,918,440,12431,23273,9989
1696,820,4181,9253,12431,15417,28977,11665,2001,32935,1575
1697,5114,820,9253,16498,32935,918,1,12431,12355,440
1698,23327,18689,379,28805,9260,3572,31559,2952,32542,18139
1699,820,32935,9253,2001,4181,12431,12355,15417,918,23273
1700,820,32935,4181,431,9253,199,440,15417,12355,11061
1701,820,32935,11061,30,918,28977,440,9969,15417,23273
1702,820,9253,199,2001,918,4181,32935,5114,440,9969
1703,820,4181,32935,9969,9253,918,2001,199,13125,440
1704,11061,5114,9253,4181,820,918,32935,2167,12431,9969
1705,32935,2001,440,15335,12431,15417,28977,9969,22135,6114
1706,820,12431,23273,918,15417,32935,486,11061,26055,3002
1707,820,440,32935,5114,918,28977,9253,7785,6114,22135
1708,3002,440,32935,918,28977,7785,15417,31043,7311,23755
1709,820,9969,2001,4181,32935,15417,9253,486,11665,440
1710,820,32935,4181,199,813,440,6114,12431,28977,164
1711,820,32935,199,9969,440,15335,28977,6114,15417,918
1712,820,5114,9253,32935,2001,440,199,15335,164,431
1713,820,32935,199,2001,32,9989,9969,164,28977,12431
1714,820,4181,32935,9253,918,9969,15417,7311,5114,12431
1715,820,5114,1,32935,32,199,2001,12431,6114,9253
1716,820,9253,4181,2001,32935,918,440,245,15417,5114
1717,820,12431,2164,28977,11665,31914,53,11981,22135,18689
1718,820,32935,2001,9253,918,15335,440,23273,199,12355
1719,820,16498,15417,32935,431,199,918,23273,12431,440
1720,5114,28977,32935,820,1535,4181,15335,1575,440,11061
1721,820,5114,9253,15335,32935,918,23273,11771,440,1575
1722,820,9253,918,32935,2001,15417,4181,28977,440,431
1723,32935,2001,9253,918,820,2904,4181,15417,7311,5114
1724,32935,2001,440,7785,12431,15417,1690,199,1,10162
1725,820,32935,11061,13125,9253,4181,9969,440,28977,486
1726,820,32935,28977,8142,4181,918,457,5258,5114,9260
1727,918,820,32935,4181,2001,9969,11757,12431,15417,1
1728,820,32935,6547,918,28977,6114,440,12431,11061,15417
1729,18689,379,3002,32542,31741,7785,30885,98,136,21339
1730,820,2001,32935,9969,9253,12431,1575,15417,440,15335
1731,820,32935,15335,11061,9989,11577,2001,440,263,918
1732,820,4181,2001,11061,32935,1575,440,12431,2904,13125
1733,440,12431,32935,11061,9253,820,18689,4181,1535,122
1734,1,12431,431,28977,813,820,918,1535,1575,2001
1735,820,32935,1535,32,440,4181,11061,164,199,13125
1736,820,9253,32935,4181,2001,11061,1,5114,15335,918
1737,820,32935,9253,4181,15417,440,164,28977,6114,12431
1738,820,4181,12355,11061,32935,6114,263,28977,12431,9989
1739,820,4181,32935,5114,9969,1575,28977,918,12431,6114
1740,7465,3002,5258,25835,31914,477,7785,19365,379,98
1741,820,4181,9253,32935,11061,1575,2904,2001,15417,10162
1742,820,32935,918,15335,9756,15417,13601,4181,13125,440
1743,820,9253,15417,918,32,9969,2904,5258,2001,3002
1744,820,2904,918,9253,2001,9969,32935,440,164,32
1745,820,9969,486,3299,3002,587,11061,5690,28977,11665
1746,820,4181,9253,32935,1535,2001,13601,12355,918,15417
1747,31173,1827,31559,18689,18245,7785,102,32998,5678,387
1748,820,9253,32935,12431,2001,431,15417,13759,440,1535
1749,820,440,12355,12431,15335,6114,199,9989,19647,486
1750,820,9969,12431,2904,32935,918,11061,15417,5258,8142
1751,820,918,4181,9969,15417,32935,1,2001,12431,28977
1752,820,4181,32935,11061,9253,9989,5114,431,28977,2001
1753,1,820,32935,4181,28977,12431,440,13125,32,578
1754,820,1,9253,32935,918,12431,4181,440,15417,2001
1755,820,9253,2001,4181,32935,11061,918,28977,1,9989
1756,820,32935,2001,15335,199,440,9989,9253,22135,918
1757,820,1,2001,32935,15335,32,12355,164,15417,440
1758,820,4181,11061,5114,440,32935,12431,9253,2001,15417
1759,820,9253,440,2904,32935,4181,13125,1535,15417,28977
1760,1,11771,199,263,431,440,813,820,1535,2001
1761,820,32935,15335,1,12355,431,440,11061,12431,918
1762,820,9253,4181,918,32935,440,12431,2001,1,2904
1763,18689,3002,820,32542,457,25835,12431,12445,14075,14131
1764,820,32935,199,5114,918,12431,15417,440,22135,431
1765,820,32935,12431,164,1,918,431,440,2001,6114
1766,11061,32935,9253,5114,28977,918,820,440,4181,2904
1767,18689,3002,32542,7785,30885,195,44,94,5,14811
1768,2904,2001,12431,820,32935,1535,5114,23273,1575,440
1769,820,2904,32935,918,440,12431,22135,15417,813,28977
1770,820,918,32935,2001,1575,9969,4181,15417,28977,440
1771,820,32935,4181,9989,918,22135,12431,15417,6114,28977
1772,820,5114,9253,4181,32935,1575,918,813,15417,12431
1773,18689,529,25835,7785,32542,7465,28675,94,3002,8876
1774,820,9253,5114,32935,4181,32,918,2001,164,2904
1775,820,32935,918,4181,440,5114,11061,12431,15417,1
1776,32935,440,9253,15417,918,28891,6675,1535,245,820
1777,3002,7785,5258,31741,18245,820,1827,392,7465,94
1778,32935,9253,440,4181,245,820,918,28977,2001,10162
1779,9253,820,4181,440,918,15417,400,11577,32935,263
1780,820,918,32935,15417,431,2001,12431,9969,16498,199
1781,820,5114,32935,918,2904,1,28977,1575,16498,440
1782,820,32935,11061,918,4181,9253,15417,28977,9989,1
1783,18689,379,390,7465,25835,31741,7785,94,3002,400
1784,820,918,9969,9253,4181,1575,32935,11061,9989,15417
1785,820,4181,32935,15417,11061,28977,12431,9253,1575,32281
1786,820,32935,4181,1575,918,431,15335,15417,9969,440
1787,790,11061,136,6811,2994,3785,239,387,6,232
1788,820,32935,2001,6114,15417,4181,12431,918,28977,431
1789,820,918,9253,32935,15417,4181,2001,13125,17074,6114
1790,820,918,32935,12431,15335,12355,9969,164,15417,440
1791,820,11061,32935,9253,12355,32,15417,5114,440,28977
1792,2001,32935,820,5114,4181,12355,9253,9969,5258,245
1793,9253,2001,28977,32935,1,15335,245,918,12431,4181
1794,820,3002,6114,1690,5258,15417,486,263,28977,6675
1795,32935,2001,820,440,15417,12431,9969,11757,1,164
1796,820,4181,431,32935,2167,1535,11061,15335,9253,440
1797,820,32935,4181,431,440,813,1575,15417,11757,6114
1798,820,5114,9253,32935,2904,4181,16498,918,440,6114
1799,820,9253,4181,15417,32935,918,19,13601,2001,5258
1800,820,918,32935,2001,9969,12431,1,22135,6114,440
1801,820,4181,32935,15417,918,28977,440,19,12431,9253
1802,820,2904,918,9253,2001,9969,32935,440,164,32
1803,820,32935,13601,9253,199,1,12431,2001,918,440
1804,32935,918,32281,22135,1690,5507,10165,12431,9253,387
1805,820,9969,9253,32935,918,1,431,440,23273,12431
1806,5262,387,5040,740,477,31174,5060,136,372,25835
1807,820,5114,32935,9253,199,431,440,6114,22135,28977
1808,820,199,32935,431,440,11061,28977,813,8142,4224
1809,820,32935,9253,4181,918,2904,9969,2001,431,1575
1810,32935,9253,2164,15335,12431,5114,7,28977,15417,440
1811,820,32935,15335,440,15417,12431,6114,32,30,9969
1812,9062,1723,7785,10589,2994,8246,11665,376,29095,102
1813,820,5114,9253,32935,164,918,4181,813,15417,2001
1814,820,918,32935,9969,28977,440,15417,813,23273,17074
1815,820,918,440,12355,15417,12431,431,28977,9969,26055
1816,820,15417,32935,918,1,4181,9253,1575,486,5114
1817,820,1,32935,4181,9989,12355,205,9756,15335,9253
1818,820,32935,15417,2001,918,4181,13601,1,440,28977
1819,820,9253,1,4181,32935,9969,2001,813,28977,918
1820,820,6114,1,1575,16498,3002,263,12431,918,32935
1821,440,2164,11061,28977,820,8142,5114,199,263,15417
1822,820,32935,2904,918,440,15335,23273,12431,15417,28977
1823,820,4181,32935,9253,12431,431,28977,6114,918,9969
1824,820,9969,918,32935,30,1,2001,486,12365,32
1825,4181,820,32935,9253,12431,440,9969,1,15335,7785
1826,820,4181,440,32935,9253,918,13125,245,12355,12431
1827,3299,122,1690,5040,32935,4087,164,437,10800,31240
1828,9253,820,4181,32935,9989,12431,440,918,7311,23273
1829,820,5114,32935,4181,205,2904,918,15417,2001,6114
1830,820,1535,32935,1575,2904,9969,4181,918,2001,5258
1831,820,32935,11061,918,9969,164,431,15417,13125,2001
1832,529,18245,18689,3002,861,7785,486,25835,12471,820
1833,3002,820,7785,416,1,15687,15689,15699,15751,16001
1835,5114,32935,820,15335,918,9969,9989,440,4224,12431
1836,820,11061,32935,9253,1535,12431,5114,918,15417,440
1837,820,32935,1535,5114,9253,2001,15417,2904,1575,918
1838,820,12431,2001,11061,32935,263,440,5114,1,15417
1839,820,918,486,12431,5678,16742,16201,16353,16417,16512
1840,820,9253,918,4181,32935,2904,15417,486,23273,9969
1841,18689,4106,390,379,13655,13659,15117,15197,15225,15315
1842,199,32935,820,1,6114,440,15417,12431,164,15335
1843,1,263,6114,918,7785,8142,28977,164,12431,22135
1844,820,32935,199,15417,440,6114,431,28977,15335,11061
1845,820,11061,4181,918,12431,431,32935,9969,15417,9989
1846,820,11061,918,32935,12431,164,15417,440,28977,12355
1847,820,5114,32935,164,918,11061,28977,15335,440,12431
1848,820,199,1,5114,2904,2001,1575,32935,918,164
1849,820,9253,918,12431,9969,32935,4181,1535,15417,12355
1850,820,5114,4181,918,32935,1,15417,19,9253,440
1851,1,9253,918,440,32935,4181,10162,820,12431,15417
1852,3002,861,529,7465,94,486,14829,14921,14837,14833
1853,820,32935,199,15335,440,16498,6114,28977,12431,15417
1854,820,4181,32935,2904,918,12355,440,15335,15417,12431
1855,820,5114,32935,12431,15417,440,28977,2904,199,918
1856,820,5114,32935,12431,199,440,6114,918,457,15417
1857,820,4181,5114,32935,9253,918,2001,2904,1575,440
1858,820,12355,918,32935,13601,1535,12431,440,15417,431
1859,18245,820,31741,12431,486,5258,3002,32542,25835,7785
1860,820,918,15417,12431,32935,11771,486,16498,440,3002
1861,4181,199,440,820,918,32935,16498,1575,15417,9969
1862,1,2001,12431,9253,6114,5114,28977,440,15417,820
1863,820,4181,11061,9253,11741,32935,918,245,431,457
1864,820,15417,9969,4181,32935,12431,15335,11061,32,263
1865,820,32935,918,9969,2001,1535,1,15335,440,6547
1866,820,4181,32935,9253,9969,15335,15417,918,440,11061
1867,820,11061,1,6114,28977,440,30,12431,12355,15335
1868,379,18245,136,3002,147,31953,7785,18689,239,11061
1869,32935,28977,4181,5114,820,19,440,9253,918,11061
1870,18689,1,12113,12115,12175,12293,12365,12413,12431,12445
1871,18689,529,3002,820,317,14397,28979,4181,1723,12355
1872,820,918,32935,9253,431,16498,5114,440,2001,15417
1873,820,32935,2001,1,440,6114,9969,22135,12355,12431
1874,820,32935,1575,5114,9253,4181,431,11061,1535,26055
1875,820,12431,32935,9253,13125,263,12355,2001,28977,30
1876,820,245,9969,15417,122,11061,28977,6114,32935,12355
1877,820,32935,2001,5114,4181,918,15417,14719,15335,440
1878,820,32935,9253,4181,1535,11061,440,2904,15417,11577
1879,820,2164,32935,3002,7785,5258,28977,31043,3701,19647
1880,11061,8142,20583,19647,16067,15417,13759,13601,164,13125
1881,5114,9253,4181,11061,3002,23273,15417,918,2001,2904
1882,820,918,4181,15417,32935,9969,12431,2001,6114,440
1883,440,32935,28977,12431,9253,245,820,2001,9989,1535
1884,820,4181,918,9969,32935,9253,12355,199,440,17074
1885,820,3002,7785,12431,28977,13125,32281,32935,160,22135
1886,820,32935,9253,15417,486,918,12355,4181,28977,16498
1887,820,32935,19,12355,12431,15417,457,6114,16498,2904
1888,820,32935,4181,440,15417,918,28977,12431,15335,431
1889,18689,16662,16762,16870,16890,16904,16934,17247,17513,17549
1890,820,1,32935,2001,5114,9969,32,440,918,15417
1891,820,5114,918,9253,32935,1575,2001,12431,15417,440
1892,820,4181,2001,9253,32,32935,1,15417,15335,5114
1893,820,4181,32935,15417,9969,918,2001,28977,440,9989
1894,820,32935,440,9253,16498,23273,5114,28977,12431,329
1895,820,5114,32935,9253,918,28977,19,15417,440,9969
1896,820,4181,32935,440,5114,918,12355,9253,1535,11061
1897,820,32935,918,1575,7311,2001,440,15335,15417,11061
1898,440,400,32935,4181,245,820,918,15417,477,263
1899,1,440,44,11061,9969,9253,431,820,32935,918
1900,820,32935,918,4224,4181,2904,15335,9253,2001,23273
1901,820,4181,32935,918,2001,440,431,11061,9969,1535
1902,820,2001,918,199,9253,32935,4181,12431,1,431
1903,820,32935,5114,9253,15417,440,12355,12431,918,3002
1904,3002,387,28977,820,6114,15417,22135,19647,32935,28701
1905,820,12431,19,11061,1535,28977,10162,440,9253,4181
1906,820,32935,918,7311,2001,12431,15417,9969,6114,12355
1907,9253,820,32935,1535,164,1575,15335,28977,440,9969
1908,820,12355,32935,9253,12431,431,15417,4181,13601,1575
1909,15335,820,32935,2001,164,1,2904,440,431,12431
1910,820,32935,918,9969,431,2001,1535,164,4181,440
1911,379,147,18245,486,18689,25835,457,30885,7465,7785
1912,820,32935,12431,440,3002,5114,9969,486,12355,918
1913,32935,820,5114,199,28977,15417,12431,164,440,6114
1914,820,5114,440,32935,11771,918,11577,23273,15417,245
1915,820,32935,918,9969,9253,4181,2904,11061,28977,164
1916,820,5114,32935,2001,1,431,440,28977,164,918
1917,820,15417,122,918,4181,2001,12431,11061,9969,486
1918,820,32935,440,15417,1,28977,22135,918,12431,19647
1919,820,32935,12431,9969,918,1,14719,15335,440,15417
1920,918,820,11061,12431,4181,6114,32935,28977,9253,457
