,ID,Name,Genre,Studio,members,Rating,0
716,15417,Gintama 039 Enchousen,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Sunrise,81109.0,9.0,3
717,18119,Servant x Service,"Comedy, Seinen, Slice of Life",A-1 Pictures,81037.0,7.75,2
718,22273,Selector Infected WIXOSS,"Game, Psychological",J.C.Staff,80964.0,7.33,0
719,13333,Tari Tari,"Music, School, Slice of Life",P.A. Works,80960.0,7.39,2
720,31173,Akagami no Shirayuki hime 2nd Season,"Drama, Fantasy, Romance, Shoujo",Bones,80862.0,8.11,2
721,28805,Bakemono no Ko,"Adventure, Supernatural",Studio Chizu,80825.0,8.43,3
722,3467,Nogizaka Haruka no Himitsu,"Comedy, Romance",Diomedea,80820.0,7.3,2
723,25879,Working ,"Comedy, Romance, Slice of Life",A-1 Pictures,80763.0,8.11,2
724,820,Ginga Eiyuu Densetsu,"Drama, Military, Sci-Fi, Space","Artland,       Madhouse,       Magic Bus",80679.0,9.06,0
725,18753,Yahari Ore no Seishun Love Comedy wa Machigatteiru OVA,"Comedy, Romance, School",Brain's Base,80676.0,7.63,2
726,133,Green Green,"Comedy, Ecchi, Romance, School, Slice of Life",Studio Matrix,80562.0,6.32,1
727,9074,Arakawa Under the Bridge x Bridge,"Comedy, Romance, Seinen",Shaft,80394.0,7.8,2
728,4981,Casshern Sins,"Action, Adventure, Drama, Psychological, Sci-Fi","Madhouse,       Tatsunoko Production",80307.0,7.58,0
729,23333,DRAMAtical Murder,"Action, Psychological, Sci-Fi, Super Power",NAZ,80121.0,6.25,0
730,5667,To LOVE Ru OVA,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",Xebec,79923.0,7.42,1
731,1594,Jigoku Shoujo Futakomori,"Horror, Mystery, Psychological, Supernatural",Studio Deen,79816.0,8.01,0
732,31559,Prince of Stride Alternative,Sports,Madhouse,79630.0,7.01,2
733,16353,Love Lab,"Comedy, Romance, School",Doga Kobo,79493.0,7.43,2
734,18001,Freezing Vibration,"Action, Drama, Ecchi, Harem, Martial Arts, Military, Romance, Sci-Fi, Seinen",A.C.G.T.,79298.0,6.97,0
735,969,Tsubasa Chronicle 2nd Season,"Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural",Bee Train,79166.0,7.67,3
736,4177,Bounen no Xamdou,"Action, Military, Sci-Fi",Bones,79026.0,7.74,3
737,7662,Shinrei Tantei Yakumo,"Horror, Mystery, Shoujo, Supernatural",Bee Train,78952.0,7.41,2
738,10418,Deadman Wonderland OVA,"Action, Horror, Sci-Fi",Manglobe,78878.0,7.06,0
739,1117,Pokemon Maboroshi no Pokemon Lugia Bakutan,"Adventure, Comedy, Drama, Fantasy, Kids",OLM,78876.0,7.44,3
740,400,Seihou Bukyou Outlaw Star,"Action, Adventure, Comedy, Sci-Fi, Space",Sunrise,78600.0,7.94,0
741,2596,Shinreigari Ghost Hound,"Mystery, Psychological, Sci-Fi, Supernatural",Production I.G,78469.0,7.51,0
742,16732,Kiniro Mosaic,"Comedy, School, Slice of Life",Studio Gokumi,78131.0,7.33,2
743,762,Bleach Memories in the Rain,"Action, Adventure, Drama, Shounen, Supernatural",Studio Pierrot,78111.0,7.21,3
744,25099,Ore ga Ojousama Gakkou ni quot Shomin Sample quot Toshite Gets Sareta Ken,"Comedy, Ecchi, Harem, Romance, School",Silver Link.,77774.0,6.99,1
745,5507,Senjou no Valkyria,"Action, Military, Romance",A-1 Pictures,77591.0,7.68,3
746,12049,Fairy Tail Movie 1 Houou no Miko,"Action, Adventure, Comedy, Fantasy, Magic, Shounen","Satelight,       A-1 Pictures",77560.0,7.59,3
747,440,Shoujo Kakumei Utena,"Drama, Fantasy, Psychological, Shoujo",J.C.Staff,77464.0,8.18,2
748,10397,Mashiro iro Symphony The Color of Lovers,"Drama, Harem, Romance, School",Manglobe,77284.0,7.22,2
749,2952,Final Fantasy VII Advent Children Complete,"Action, Fantasy, Super Power",Square Enix,77111.0,8.05,3
750,10218,Berserk Ougon Jidai hen I Haou no Tamago,"Action, Adventure, Demons, Fantasy, Military, Seinen, Supernatural",Studio 4°C,77103.0,7.85,3
751,477,Aria The Animation,"Fantasy, Sci-Fi, Shounen, Slice of Life",Hal Film Maker,76913.0,7.73,3
752,22865,Rokujouma no Shinryakusha TV ,"Comedy, Harem, Romance, School, Supernatural",Silver Link.,76880.0,7.27,1
753,2164,Dennou Coil,"Adventure, Comedy, Drama, Mystery, Sci-Fi",Madhouse,76860.0,8.12,0
754,98,Mai HiME,"Action, Comedy, Drama, Fantasy, Magic, Mecha, Romance, School, Shoujo Ai",Sunrise,76492.0,7.52,2
755,9479,Coppelion,"Action, Sci-Fi, Seinen",GoHands,76291.0,6.53,0
756,9760,Hoshi wo Ou Kodomo,"Adventure, Fantasy, Romance",CoMix Wave Films,76286.0,7.67,3
757,157,Mahou Sensei Negima ,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",Xebec,76253.0,7.06,1
758,18095,Nourin,"Comedy, Ecchi, Romance, School",Silver Link.,76069.0,6.91,1
759,12859,One Piece Film Z,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Toei Animation,76051.0,8.29,3
760,24701,Mushishi Zoku Shou 2nd Season,"Adventure, Fantasy, Historical, Mystery, Seinen, Slice of Life, Supernatural",Artland,75894.0,8.78,3
761,25731,Cross Ange Tenshi to Ryuu no Rondo,"Action, Mecha, Sci-Fi",Sunrise,75807.0,7.47,0
762,10589,Naruto Shippuuden Movie 5 Blood Prison,"Action, Adventure, Martial Arts, Mystery, Shounen, Super Power",Studio Pierrot,75660.0,7.58,3
763,10049,Nurarihyon no Mago Sennen Makyou,"Action, Demons, Shounen, Supernatural",Studio Deen,75612.0,8.08,3
764,7590,Mayoi Neko Overrun ,"Comedy, Harem, Romance",AIC,75517.0,6.8,2
765,31772,One Punch Man Specials,"Action, Comedy, Parody, Sci-Fi, Seinen, Super Power, Supernatural",Madhouse,75502.0,7.84,0
766,26441,Junketsu no Maria,"Comedy, Fantasy, Historical, Magic, Seinen",Production I.G,75460.0,7.21,0
767,13357,High School DxD Specials,"Comedy, Demons, Ecchi, Harem, Romance, School",TNK,75439.0,7.36,1
768,16662,Kaze Tachinu,"Drama, Historical, Romance",Studio Ghibli,75359.0,8.18,2
769,166,Samurai 7,"Historical, Mecha, Samurai, Sci-Fi",Gonzo,74991.0,7.55,2
770,3091,xxxHOLiC Kei,"Comedy, Drama, Mystery, Psychological, Supernatural",Production I.G,74941.0,8.29,2
771,1132,Digimon Frontier,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Toei Animation,74929.0,7.23,3
772,4884,Tales of the Abyss,"Adventure, Drama, Fantasy",Sunrise,74901.0,7.39,3
773,28755,Boruto Naruto the Movie,"Action, Comedy, Martial Arts, Shounen, Super Power",Studio Pierrot,74690.0,7.75,3
774,19685,Kanojo ga Flag wo Oraretara,"Comedy, Harem, Romance, School",Hoods Entertainment,74634.0,6.55,1
775,482,Yu Gi Oh Duel Monsters GX,"Action, Comedy, Fantasy, Game, Shounen",Gallop,74331.0,7.23,3
776,19365,Samurai Flamenco,"Action, Comedy, Parody",Manglobe,74324.0,6.95,0
777,17777,Saikin Imouto no Yousu ga Chotto Okashiinda ga ,"Comedy, Ecchi, Romance, Shounen, Supernatural",Project No.9,74320.0,6.38,1
778,5112,Akikan ,"Comedy, Ecchi, Fantasy, Romance",Brain's Base,74097.0,6.29,2
779,15605,Brothers Conflict,"Harem, Romance, Shoujo",Brain's Base,74069.0,6.46,2
780,3228,Zoku Sayonara Zetsubou Sensei,"Comedy, Parody, School",Shaft,74040.0,7.97,1
781,416,Kurenai no Buta,"Action, Adventure, Comedy, Drama, Historical, Military, Romance",Studio Ghibli,74028.0,8.03,3
782,28979,To LOVE Ru Darkness 2nd,"Comedy, Ecchi, Harem, Romance, School, Sci-Fi, Shounen",Xebec,73909.0,7.65,1
783,23421,Re Hamatora,"Comedy, Mystery, Super Power",Lerche,73903.0,7.47,0
784,10209,Kore wa Zombie Desu ka OVA,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",Studio Deen,73826.0,7.49,3
785,11235,Amagami SS Plus,"Comedy, Romance, School, Slice of Life",AIC,73813.0,7.53,2
786,9750,Itsuka Tenma no Kuro Usagi,"Comedy, Ecchi, Romance, Shounen, Supernatural, Vampire",Zexcs,73555.0,6.72,1
787,132,GetBackers,"Action, Comedy, Drama, Mystery, Shounen, Super Power, Supernatural",Studio Deen,73536.0,7.67,3
788,31741,Magi Sinbad no Bouken TV ,"Action, Adventure, Fantasy, Magic, Shounen",Lay-duce,73480.0,8.08,3
789,534,Slayers,"Adventure, Comedy, Demons, Fantasy, Magic",E&G Films,73476.0,7.83,3
790,740,Bishoujo Senshi Sailor Moon R,"Demons, Magic, Romance, Shoujo",Toei Animation,73305.0,7.76,2
791,29067,Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure me,"Comedy, Seinen, Slice of Life",Seven,73285.0,7.46,2
792,1118,Pokemon Kesshoutou no Teiou Entei,"Action, Adventure, Comedy, Drama, Fantasy, Kids",OLM,73253.0,7.16,3
793,834,Bleach The Sealed Sword Frenzy,"Adventure, Comedy, Drama, Fantasy, Shounen, Supernatural",Studio Pierrot,73241.0,7.04,3
794,721,Princess Tutu,"Comedy, Fantasy, Magic, Romance",Hal Film Maker,73218.0,8.18,2
795,31229,Servamp,"Action, Comedy, Drama, Josei, Supernatural, Vampire","Brain's Base,       Platinum Vision",73126.0,7.08,0
796,9736,Astarotte no Omocha ,"Comedy, Demons, Ecchi, Fantasy, Romance, Seinen",Diomedea,73064.0,6.71,1
797,12431,Uchuu Kyoudai,"Comedy, Sci-Fi, Seinen, Slice of Life, Space",A-1 Pictures,72958.0,8.5,2
798,4107,Tengen Toppa Gurren Lagann Movie Gurren hen,"Action, Comedy, Mecha",Gainax,72933.0,8.19,3
799,855,Strawberry Panic,"Drama, Romance, School, Shoujo Ai","Madhouse,       Imagin",72790.0,7.39,2
800,5079,Kurokami The Animation,"Action, Martial Arts, Super Power",Sunrise,72750.0,7.22,0
801,21647,Tamako Love Story,"Comedy, Romance, Slice of Life",Kyoto Animation,72708.0,8.07,2
802,22547,Blade amp Soul,"Action, Adventure, Fantasy, Martial Arts",Gonzo,72692.0,6.17,0
803,65,Rozen Maiden Tr umend,"Action, Comedy, Drama, Magic, Seinen",Nomad,72645.0,7.72,3
804,15335,Gintama Movie Kanketsu hen Yorozuya yo Eien Nare,"Action, Comedy, Historical, Parody, Samurai, Sci-Fi, Shounen",Sunrise,72534.0,8.97,3
805,32370,D Gray man Hallow,"Action, Demons, Shounen, Super Power",TMS Entertainment,72499.0,7.87,0
806,28391,Ao no Kanata no Four Rhythm,"Drama, School, Sci-Fi, Sports",Gonzo,72174.0,6.83,2
807,16934,Chuunibyou demo Koi ga Shitai Kirameki no Slapstick Noel,"Comedy, School",Kyoto Animation,72085.0,7.57,2
808,5781,Isekai no Seikishi Monogatari,"Action, Comedy, Ecchi, Fantasy, Harem, Mecha, School","AIC,       BeSTACK",72021.0,7.97,1
809,10012,Carnival Phantasm,"Comedy, Parody, Supernatural",Lerche,71976.0,7.95,2
810,16157,Choujigen Game Neptune The Animation,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural",David Production,71901.0,7.11,3
811,18195,Little Busters Refrain,"Comedy, Drama, Romance, School, Slice of Life, Supernatural",J.C.Staff,71820.0,8.3,2
812,31716,Rewrite,"Action, Comedy, Romance, School, Supernatural",8bit,71545.0,6.8,1
813,4581,Shikabane Hime Aka,"Action, Horror, Martial Arts","Gainax,       feel.",71502.0,7.31,0
814,11553,Toradora Bentou no Gokui,"Comedy, Romance, School, Slice of Life",J.C.Staff,71433.0,7.51,2
815,28735,Shouwa Genroku Rakugo Shinjuu,"Drama, Historical, Josei",Studio Deen,71295.0,8.6,2
816,8536,Fortune Arterial Akai Yakusoku,"Comedy, Romance, School, Supernatural, Vampire","feel.,       Zexcs",71285.0,6.81,2
817,1965,Sola,"Drama, Romance, Slice of Life, Supernatural",Nomad,71172.0,7.28,2
818,34240,Shelter,"Music, Sci-Fi",A-1 Pictures,71136.0,8.41,0
819,6444,Tegamibachi,"Adventure, Fantasy, Shounen, Supernatural",Studio Pierrot,70987.0,7.7,3
820,4477,Nodame Cantabile Paris hen,"Comedy, Josei, Music, Romance, Slice of Life",J.C.Staff,70822.0,8.2,2
821,6862,K On Live House ,"Comedy, Music, School, Slice of Life",Kyoto Animation,70787.0,7.87,2
822,2131,Bokusatsu Tenshi Dokuro chan 2,"Comedy, Ecchi, Magic",Hal Film Maker,70734.0,6.8,0
823,30458,Tokyo Ghoul quot Jack quot ,"Action, Drama, Horror, School, Seinen, Supernatural",Studio Pierrot,70635.0,7.55,0
824,1254,Saint Seiya,"Adventure, Fantasy, Sci-Fi, Shounen",Toei Animation,70559.0,7.92,3
825,18857,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,"Comedy, Romance, Seinen, Slice of Life",A-1 Pictures,70559.0,6.52,2
826,5118,Suzumiya Haruhi chan no Yuuutsu,"Comedy, Parody",Kyoto Animation,70416.0,7.55,2
827,9790,Sora no Otoshimono Tokeijikake no Angeloid,"Comedy, Drama, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",AIC A.S.T.A.,70391.0,7.73,1
828,29093,Grisaia no Meikyuu Caprice no Mayu 0,Drama,8bit,70039.0,8.02,0
829,14751,Bishoujo Senshi Sailor Moon Crystal,"Demons, Magic, Romance, Shoujo",Toei Animation,69702.0,7.04,2
830,3230,Druaga no Tou The Aegis of Uruk,"Adventure, Comedy, Fantasy",Gonzo,69683.0,7.26,3
831,32648,Handa kun,"Comedy, Shounen, Slice of Life",Diomedea,69621.0,7.46,2
832,17831,Inu to Hasami wa Tsukaiyou,"Comedy, Supernatural",Gonzo,69526.0,6.66,2
833,11123,Sekaiichi Hatsukoi 2,"Comedy, Drama, Romance, Shounen Ai",Studio Deen,69253.0,8.17,2
834,10897,Boku wa Tomodachi ga Sukunai Episode 0,"Comedy, Romance, School, Seinen, Slice of Life",AIC Build,69233.0,6.81,2
835,31952,Kono Bijutsubu ni wa Mondai ga Aru ,"Comedy, Romance, School",feel.,69088.0,7.37,2
836,135,Hikaru no Go,"Comedy, Game, Shounen, Supernatural",Studio Pierrot,69000.0,8.16,3
837,710,Rec,"Comedy, Drama, Romance",Shaft,68951.0,7.4,2
838,13469,Hyouka Motsubeki Mono wa,Slice of Life,Kyoto Animation,68823.0,7.4,2
839,1498,Black Blood Brothers,"Action, Comedy, Fantasy, Shounen, Supernatural, Vampire",Group TAC,68626.0,7.21,3
840,15117,Kami nomi zo Shiru Sekai Tenri hen,"Comedy, Harem, Romance, Shounen, Supernatural",Manglobe,68623.0,7.79,2
841,5342,Asura Cryin 039 ,"Action, Mecha, Supernatural",Seven Arcs,68608.0,7.02,3
842,27829,Heavy Object,"Action, Mecha, Military, Sci-Fi","J.C.Staff,       SANZIGEN",68382.0,7.35,0
843,17641,Date A Live Date to Date,"Comedy, Harem, Romance, School, Sci-Fi",AIC Plus+,68328.0,7.48,1
844,543,Vampire Hunter D 2000 ,"Action, Drama, Fantasy, Horror, Romance, Sci-Fi, Vampire",Madhouse,68229.0,7.92,0
845,379,Heppoko Jikken Animation Excel Saga,"Comedy, Parody, Sci-Fi, Shounen",J.C.Staff,68198.0,7.54,0
846,4106,Trigun Badlands Rumble,"Action, Comedy, Sci-Fi",Madhouse,68181.0,8.03,3
847,185,Initial D First Stage,"Action, Cars, Drama, Seinen, Sports","Gallop,       Studio Comet",68128.0,8.31,2
848,31845,Masou Gakuen HxH,"Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Sci-Fi",Production IMS,68025.0,6.38,1
849,4548,Yozakura Quartet,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",Nomad,68023.0,6.89,3
850,6421,Fullmetal Alchemist Brotherhood Specials,"Adventure, Drama, Fantasy, Magic, Military, Shounen",Bones,67962.0,8.1,3
851,687,Tokyo Mew Mew,"Adventure, Comedy, Fantasy, Magic, Romance, Sci-Fi, Shoujo, Supernatural",Studio Pierrot,67936.0,7.05,3
852,243,Gravitation,"Comedy, Music, Romance, Shoujo, Shounen Ai",Studio Deen,67916.0,7.16,2
853,20973,Sekai Seifuku Bouryaku no Zvezda,"Action, Comedy, Fantasy",A-1 Pictures,67877.0,7.14,3
854,405,Blood The Last Vampire,"Horror, Supernatural, Vampire",Production I.G,67778.0,6.96,0
855,19703,Kyousou Giga TV ,"Action, Fantasy, Supernatural",Toei Animation,67732.0,7.85,3
856,5690,Nodame Cantabile Finale,"Comedy, Josei, Music, Romance",J.C.Staff,67697.0,8.32,2
857,9471,Baka to Test to Shoukanjuu Matsuri,"Comedy, School, Super Power",Silver Link.,67684.0,7.71,2
858,1564,Pokemon Advanced Generation,"Action, Adventure, Comedy, Fantasy, Kids",OLM,67386.0,7.18,3
859,29589,Denpa Kyoushi TV ,"Comedy, Romance, School, Shounen",A-1 Pictures,67336.0,6.98,2
860,4192,Hayate no Gotoku ,"Action, Comedy, Harem, Parody, Romance",J.C.Staff,67323.0,7.82,1
861,248,Ichigo 100 ,"Comedy, Ecchi, Harem, Romance, Shounen",Madhouse,67310.0,6.75,1
862,20709,Sabagebu ,"Action, Comedy, Military, Shoujo",Pierrot Plus,67306.0,7.43,3
863,23317,Kuroshitsuji Book of Murder,"Comedy, Demons, Fantasy, Historical, Mystery, Shounen, Supernatural",A-1 Pictures,67261.0,8.29,3
864,114,Sakigake Cromartie Koukou,"Comedy, School, Shounen",Production I.G,67254.0,7.98,2
865,14921,RDG Red Data Girl,"Fantasy, Magic",P.A. Works,67100.0,6.65,3
866,19363,Gin no Saji 2nd Season,"Comedy, School, Shounen, Slice of Life",A-1 Pictures,67032.0,8.32,2
867,14527,Medaka Box Abnormal,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power","Gainax,       Asahi Production",66972.0,7.53,1
868,532,Bishoujo Senshi Sailor Moon S,"Drama, Magic, Romance, Shoujo",Toei Animation,66911.0,7.91,2
869,24705,Ore Twintail ni Narimasu ,"Action, Comedy, Fantasy, Romance, School, Shounen",Production IMS,66868.0,6.66,3
870,28619,Ranpo Kitan Game of Laplace,Mystery,Lerche,66777.0,6.67,0
871,19647,Hajime no Ippo Rising,"Comedy, Drama, Shounen, Sports","Madhouse,       MAPPA",66756.0,8.63,2
872,165,RahXephon,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",Bones,66751.0,7.48,0
873,12113,Berserk Ougon Jidai hen II Doldrey Kouryaku,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Studio 4°C,66721.0,8.02,0
874,31318,Comet Lucifer,"Action, Adventure, Fantasy, Mecha",8bit,66659.0,5.93,3
875,153,Juuni Kokuki,"Action, Adventure, Fantasy, Magic, Supernatural",Studio Pierrot,66646.0,8.11,3
876,53,Ai Yori Aoshi,"Comedy, Drama, Harem, Romance, Slice of Life",J.C.Staff,66597.0,7.19,2
877,14837,Dragon Ball Z Movie 14 Kami to Kami,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power",Toei Animation,66471.0,7.53,3
878,7465,Eve no Jikan Movie ,"Sci-Fi, Slice of Life",Studio Rikka,66376.0,8.12,2
879,3229,Kimi ga Aruji de Shitsuji ga Ore de,"Comedy, Ecchi, Harem, Parody, Romance",A.C.G.T.,66236.0,7.25,1
880,8934,Star Driver Kagayaki no Takuto,"Action, Mecha, Romance, Shounen",Bones,66084.0,7.29,3
881,272,Noir,"Action, Drama, Mystery",Bee Train,66036.0,7.36,0
882,901,Dragon Ball Z Movie 08 Moetsukiro Nessen Ressen Chougekisen,"Adventure, Comedy, Fantasy, Sci-Fi, Shounen",Toei Animation,65953.0,7.49,3
883,94,Mobile Suit Gundam Seed Destiny,"Action, Drama, Mecha, Military, Romance, Sci-Fi, Space",Sunrise,65896.0,7.29,0
884,11837,Zetman,"Action, Drama, Horror, Romance, Sci-Fi, Seinen, Supernatural",TMS Entertainment,65633.0,6.96,0
885,12115,Berserk Ougon Jidai hen III Kourin,"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Seinen, Supernatural",Studio 4°C,65594.0,8.27,0
886,25,Sunabouzu,"Action, Adventure, Comedy, Ecchi, Sci-Fi, Shounen",Gonzo,65516.0,7.49,0
887,33028,Danganronpa 3 The End of Kibougamine Gakuen Zetsubou hen,"Action, Horror, Mystery, Psychological",Lerche,65503.0,7.68,0
888,20457,Inari Konkon Koi Iroha ,"Comedy, Romance, School, Seinen, Supernatural",Production IMS,65402.0,7.27,2
889,24227,Nisekoi OVA,"Comedy, Harem, Romance, School, Shounen",Shaft,65287.0,7.49,2
890,587,Hanbun no Tsuki ga Noboru Sora,"Comedy, Drama, Romance",Group TAC,65125.0,7.59,2
891,6974,Seikimatsu Occult Gakuin,"Comedy, Mystery, School, Sci-Fi, Supernatural",A-1 Pictures,65021.0,7.11,0
892,3299,H2O Footprints in the Sand,"Harem, Romance, School",Zexcs,64975.0,7.16,2
893,9981,Phi Brain Kami no Puzzle,"Action, Game, Mystery, Shounen",Sunrise,64958.0,7.26,3
894,7,Witch Hunter Robin,"Action, Drama, Magic, Mystery, Police, Supernatural",Sunrise,64905.0,7.32,0
895,17909,Uchouten Kazoku,"Comedy, Drama, Fantasy, Slice of Life",P.A. Works,64897.0,7.94,2
896,935,Witchblade,"Action, Sci-Fi, Super Power",Gonzo,64697.0,7.34,0
897,198,Speed Grapher,"Action, Mystery, Super Power",Gonzo,64627.0,7.41,0
898,8479,Hetalia World Series,"Comedy, Historical, Parody",Studio Deen,64416.0,7.8,2
899,28387,Joukamachi no Dandelion,"Comedy, Seinen, Slice of Life, Super Power",Production IMS,64307.0,7.29,2
900,23623,Non Non Biyori Repeat,"Comedy, School, Seinen, Slice of Life",Silver Link.,64230.0,8.22,2
901,23311,Garo Honoo no Kokuin,"Action, Demons, Fantasy, Magic, Supernatural",MAPPA,64214.0,7.47,0
902,10073,Seikon no Qwaser II,"Action, Ecchi, Seinen, Super Power, Supernatural",Hoods Entertainment,64168.0,6.55,0
903,390,Suzuka,"Drama, Romance, Sports",Studio Comet,64161.0,7.3,2
904,102,Aishiteruze Baby ,"Comedy, Drama, Romance, Shoujo",TMS Entertainment,63959.0,7.54,2
905,4551,Hakushaku to Yousei,"Adventure, Fantasy, Historical, Magic",Artland,63915.0,7.39,3
906,25429,Isuca,"Action, Comedy, Ecchi, Romance, School, Seinen, Supernatural",Arms,63638.0,6.14,1
907,17741,Kimi no Iru Machi,"Drama, Romance, Slice of Life",Gonzo,63418.0,7.08,2
908,2494,Goshuushou sama Ninomiya kun,"Comedy, Ecchi, Fantasy, Harem",AIC Spirits,63370.0,6.8,1
909,2403,Kodomo no Jikan TV ,"Comedy, Ecchi, School",Diomedea,63348.0,6.97,1
910,10119,Seitokai Yakuindomo OVA,"Comedy, School, Shounen, Slice of Life",GoHands,63265.0,7.85,1
911,8142,Colorful Movie ,"Drama, Slice of Life, Supernatural","Sunrise,       Ascension",63263.0,7.93,2
912,1250,Erementar Gerad,"Adventure, Comedy, Fantasy, Magic, Romance, Super Power",Xebec,63193.0,7.37,3
913,1579,Kiniro no Corda Primo Passo,"Comedy, Drama, Harem, Magic, Music, Romance, School, Shoujo",Yumeta Company,63134.0,7.6,2
914,10447,Aquarion Evol,"Action, Comedy, Drama, Fantasy, Mecha, Romance, Sci-Fi","Satelight,       8bit",62753.0,7.23,3
915,26351,Nagato Yuki chan no Shoushitsu,"Comedy, Romance, School, Seinen, Slice of Life",Satelight,62601.0,6.76,2
916,76,Mahou Shoujo Lyrical Nanoha,"Action, Comedy, Drama, Magic, Super Power",Seven Arcs,62582.0,7.47,3
917,2002,Heroic Age,"Action, Mecha, Military, Sci-Fi, Space",Xebec,62530.0,7.61,0
918,570,Jin Rou,"Drama, Military, Police, Psychological, Romance",Production I.G,62464.0,7.82,0
919,30091,Chaos Dragon Sekiryuu Seneki,"Action, Fantasy, Supernatural","Silver Link.,       Connect",62257.0,5.76,0
920,8476,Otome Youkai Zakuro,"Demons, Historical, Military, Romance, Seinen, Supernatural",J.C.Staff,61957.0,7.54,2
921,16005,Zettai Karen Children The Unlimited Hyoubu Kyousuke,"Shounen, Supernatural",Manglobe,61919.0,7.62,0
922,7858,Sora no Otoshimono Project Pink,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",AIC A.S.T.A.,61903.0,7.53,1
923,1606,Kekkaishi,"Adventure, Comedy, Fantasy, Shounen",Sunrise,61884.0,7.68,3
924,2986,Bamboo Blade,"Comedy, School, Seinen, Sports",AIC A.S.T.A.,61649.0,7.38,2
925,123,Fushigi Yuugi,"Adventure, Comedy, Drama, Fantasy, Historical, Magic, Martial Arts, Romance, Shoujo",Studio Pierrot,61622.0,7.74,3
926,12711,Uta no Prince sama Maji Love 2000 ,"Comedy, Harem, Music, Romance, School, Shoujo",A-1 Pictures,61551.0,7.42,2
927,1142,Hachimitsu to Clover II,"Drama, Josei, Romance",J.C.Staff,61493.0,8.31,2
928,21563,Kamigami no Asobi,"Fantasy, Harem, Romance, Shoujo, Supernatural",Brain's Base,61410.0,7.26,2
929,31630,Gyakuten Saiban Sono quot Shinjitsu quot Igi Ari ,"Comedy, Drama, Mystery, Police",A-1 Pictures,61410.0,6.48,2
930,24031,Denki gai no Honya san,"Comedy, Seinen, Slice of Life",Shin-Ei Animation,61228.0,7.26,2
931,13939,Accel World EX,"Action, Game, Romance, School, Sci-Fi",Sunrise,61198.0,7.22,2
932,190,Love Hina Again,"Comedy, Drama, Ecchi, Romance, Shounen",Xebec,61154.0,7.31,2
933,15197,Code Geass Boukoku no Akito 2 Hikisakareshi Yokuryuu,"Action, Mecha, Military",Sunrise,61020.0,7.65,0
934,15613,Hakkenden Touhou Hakken Ibun,"Action, Fantasy, Shoujo, Supernatural",Studio Deen,61017.0,7.52,3
935,193,Maburaho,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",J.C.Staff,61004.0,6.9,1
936,30484,Steins Gate 0,"Sci-Fi, Thriller",White Fox,60999.0,8.56,2
937,31174,Osomatsu san,"Comedy, Parody",Studio Pierrot,60988.0,8.11,0
938,23327,Space Dandy 2nd Season,"Comedy, Sci-Fi, Space",Bones,60918.0,8.26,2
939,9136,Kuroshitsuji II Specials,"Comedy, Fantasy, Parody, Shounen, Supernatural",A-1 Pictures,60899.0,7.64,3
940,2961,Digimon Adventure Movie,"Action, Fantasy, Kids, Sci-Fi",Toei Animation,60753.0,7.61,3
941,372,Cardcaptor Sakura Movie 2 Fuuin Sareta Card,"Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Madhouse,60637.0,8.28,2
942,31251,Mobile Suit Gundam Iron Blooded Orphans,"Action, Drama, Mecha, Sci-Fi, Space",Sunrise,60525.0,8.03,0
943,16355,Dansai Bunri no Crime Edge,"Action, Fantasy, Romance, Seinen",Studio Gokumi,60465.0,6.79,0
944,31914,Shoujo tachi wa Kouya wo Mezasu,School,"Barnum Studio,       Project No.9",60452.0,6.38,2
945,5262,Shugo Chara Doki,"Comedy, Magic, School, Shoujo",Satelight,60384.0,7.54,1
946,15687,Chuunibyou demo Koi ga Shitai Lite,"Comedy, School",Kyoto Animation,60139.0,7.3,2
947,479,The Law of Ueki,"Adventure, Comedy, Drama, Shounen, Supernatural",Studio Deen,60027.0,7.83,3
948,14027,Boku wa Tomodachi ga Sukunai Relay Shousetsu wa Ketsumatsu ga Hanpanai,"Comedy, Romance, School, Seinen",AIC Build,59965.0,7.16,1
